title,location,time,price,img_url
Booking Ground 1850 Sqft Approx. in 3 Side Corner Project in Ph-2 Ext,DHA Defence,23  Jul,"Rs 11,10,00,000",https://apollo-singapore.akamaized.net/v1/files/6sqsz5umtylw2-PK/image;s=261x203;pk_;slot=1;filename=6sqsz5umtylw2-PK_.jpg
Commercial Space Available For Sale Clifton Block-9 Do-talwar,Old Clifton,23  Jul,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/jyt3uul9k6mf1-PK/image;s=261x203;pk_;slot=1;filename=jyt3uul9k6mf1-PK_.jpg
133 square yards house nazimabad,Nazimabad,23  Jul,"Rs 2,45,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
80 square yards plot sec 5d surjani,Nazimabad,23  Jul,"Rs 24,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Urgent sell for house,Gulshan-e-Maymar,23  Jul,"Rs 85,00,000",https://apollo-singapore.akamaized.net/v1/files/3devfr9vq3ud1-PK/image;s=261x203;pk_;slot=1;filename=3devfr9vq3ud1-PK_.jpg
Gulshan 13d2 shop,Shaheed Millat Road,23  Jul,"Rs 6,00,000",https://apollo-singapore.akamaized.net/v1/files/mr0dtbyj4z93-PK/image;s=261x203;pk_;slot=1;filename=mr0dtbyj4z93-PK_.jpg
"Office in Falaknaz towerss, Main shahrah-e-faisal.",Shahra-e-Faisal,23  Jul,"Rs 15,00,000",https://apollo-singapore.akamaized.net/v1/files/c9zohicsyqfx2-PK/image;s=261x203;pk_;slot=1;filename=c9zohicsyqfx2-PK_.jpg
Shops on instalment qabza 35% ki adayegi per,Gulistan-e-Jauhar,23  Jul,"Rs 8,50,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Dominion Business Center 2,Bahria Town Karachi,23  Jul,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/p1ef89cyksjx-PK/image;s=261x203;pk_;slot=3;filename=p1ef89cyksjx-PK_.jpg
Meezzanine in Dha phase 5,Sea View Apartments,23  Jul,"Rs 42,00,000",https://apollo-singapore.akamaized.net/v1/files/5trg4cfg8ibm3-PK/image;s=261x203;pk_;slot=1;filename=5trg4cfg8ibm3-PK_.jpg
Office floor in small shahbaz commerical phase 6 Dha karachi...,DHA Defence,23  Jul,"Rs 3,15,00,000",https://apollo-singapore.akamaized.net/v1/files/mm2rh7rpf1ia2-PK/image;s=261x203;pk_;slot=1;filename=mm2rh7rpf1ia2-PK_.jpg
2Shop maintain office haroon royal city block 17 G-johar,Gulistan-e-Jauhar,23  Jul,"Rs 35,00,000",https://apollo-singapore.akamaized.net/v1/files/7ozlfc0llej03-PK/image;s=261x203;pk_;slot=1;filename=7ozlfc0llej03-PK_.jpg
Badar commercial DHA basement adjustment of saba street,DHA Defence,23  Jul,"Rs 55,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for mobile purpose sale,Korangi,23  Jul,"Rs 22,00,000",https://apollo-singapore.akamaized.net/v1/files/wh57l6ycak7g-PK/image;s=261x203;pk_;slot=1;filename=wh57l6ycak7g-PK_.jpg
Shop for sale,Gulzar-E-Hijri,23  Jul,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/wdvl22ljwdwt3-PK/image;s=261x203;pk_;slot=1;filename=wdvl22ljwdwt3-PK_.jpg
Fresh Porta Cabin For Sale,Super Highway,23  Jul,"Rs 6,25,000",https://apollo-singapore.akamaized.net/v1/files/ff9yvss3ixro-PK/image;s=261x203;pk_;slot=1;filename=ff9yvss3ixro-PK_.jpg
360 Square Feet Shop Gulzar E Hijri Phase 2 Karachi,,23  Jul,"Rs 70,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"Shop for sale in saima centre , tariq road 2nd floor 2 shops available",Tariq Road,23  Jul,"Rs 30,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Quality Porta Cabin,Saddar Town,23  Jul,"Rs 3,50,000",https://apollo-singapore.akamaized.net/v1/files/9noxc9dk2xmx1-PK/image;s=261x203;pk_;slot=1;filename=9noxc9dk2xmx1-PK_.jpg
Saima centre 2nd floor 2 shops for sale tariq road ideal location,Tariq Road,23  Jul,"Rs 30,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop good location,Cotton Export Cooperative Housing Society,23  Jul,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Porta Cabins for sale,Super Highway,23  Jul,"Rs 7,15,000",https://apollo-singapore.akamaized.net/v1/files/3kjogocu4oc23-PK/image;s=261x203;pk_;slot=1;filename=3kjogocu4oc23-PK_.jpg
Office Container For Sale,Super Highway,23  Jul,"Rs 7,15,000",https://apollo-singapore.akamaized.net/v1/files/urw1fum0x8mw2-PK/image;s=261x203;pk_;slot=1;filename=urw1fum0x8mw2-PK_.jpg
shop for sale main yaseenabad,Yaseenabad,23  Jul,"Rs 52,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Small Shop for Sale in Raza Excellency Block 7 Gulistane Johar,Gulistan-e-Jauhar,23  Jul,"Rs 13,00,000",https://olxpkstatic-a.akamaihd.net/8c5512c-969/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
chance to good investment,Garden West,23  Jul,"Rs 50,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Saima Square One Mall (Air-conditioned) First floor shop,Stadium Road,23  Jul,"Rs 41,00,000",https://apollo-singapore.akamaized.net/v1/files/fl0njq2ve1v01-PK/image;s=261x203;pk_;slot=1;filename=fl0njq2ve1v01-PK_.jpg
Commercial office,Bahria Town Karachi,23  Jul,"Rs 1,71,50,000",https://apollo-singapore.akamaized.net/v1/files/fpiuk3b1zh5k1-PK/image;s=261x203;pk_;slot=2;filename=fpiuk3b1zh5k1-PK_.jpg
G+3 with paint house 7 portions with shops,Al Falah Society,23  Jul,"Rs 2,50,00,000",https://apollo-singapore.akamaized.net/v1/files/wvlir9vtygn13-PK/image;s=261x203;pk_;slot=1;filename=wvlir9vtygn13-PK_.jpg
shop for sale main university road,University Road,23  Jul,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/phcslz48mcgj-PK/image;s=261x203;pk_;slot=1;filename=phcslz48mcgj-PK_.jpg
Shop for sale near mehmood sweets,North Nazimabad,23  Jul,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/lo5llupsg99t3-PK/image;s=261x203;pk_;slot=1;filename=lo5llupsg99t3-PK_.jpg
Good location office 2 sid interance DHA for sale,Bahria Town Karachi,22  Jul,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/vpfe359skwnj1-PK/image;s=261x203;pk_;slot=1;filename=vpfe359skwnj1-PK_.jpg
Shop first floor Samama shoping mall main university road,University Road,22  Jul,"Rs 20,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop For Sell In Baitul Hina Near Rabia City Block 18 Karachi,Rabia City,22  Jul,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop Sale in lateef Market Water Pump,Water Pump,22  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Bungalow in PECHS Karachi.,Pechs II,22  Jul,"Rs 14,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for urgent sell in Gulshan Block 2,Gulshan-E-Iqbal 2,22  Jul,"Rs 13,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
petrol pump for sale,100 Quarters,22  Jul,"Rs 20,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Meznine for Sale DHA Phase II,,22  Jul,"Rs 38,00,000",https://apollo-singapore.akamaized.net/v1/files/dectmiawxhf8-PK/image;s=261x203;pk_;slot=1;filename=dectmiawxhf8-PK_.jpg
120 square yards shop in nazimabad,Abbasi Shaheed,22  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Saima Mall Shops for Sale pehley Aeeyaa pehley.paiyaa,Rashid Minhas Road,22  Jul,"Rs 95,00,000",https://apollo-singapore.akamaized.net/v1/files/cor5uc001587-PK/image;s=261x203;pk_;slot=1;filename=cor5uc001587-PK_.jpg
Sector 5/D Shop For Sale Near Kda Apartment,North Karachi,22  Jul,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/w1vhfq1rj0eb2-PK/image;s=261x203;pk_;slot=1;filename=w1vhfq1rj0eb2-PK_.jpg
Shop available for sale in kaniz block 2,Gulzar-E-Hijri,22  Jul,"Rs 38,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gohar pride shop pair lease block 14 gulistsn e jauhar,Gulistan-e-Jauhar,22  Jul,"Rs 18,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop 30-A Mezzanine at Chapal ocean Center Clifton,Clifton,22  Jul,"Rs 6,50,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop Lamsy shopping mall,Gulshan-E-Iqbal 1,22  Jul,"Rs 15,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
200 yards brand new office building available for rent in phase Viii,DHA Defence,22  Jul,"Rs 20,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"Haroon Shopping Mall, AC Mall",Shadman Town,22  Jul,"Rs 60,00,000",https://apollo-singapore.akamaized.net/v1/files/ln6fazwbxypp3-PK/image;s=261x203;pk_;slot=1;filename=ln6fazwbxypp3-PK_.jpg
400 Sqfts mezzanine floor North nazimabad,North Nazimabad,22  Jul,"Rs 28,00,000",https://apollo-singapore.akamaized.net/v1/files/npql6i9d7plz-PK/image;s=261x203;pk_;slot=1;filename=npql6i9d7plz-PK_.jpg
New shop for sale in new mobile market,Gulistan-e-Jauhar,22  Jul,"Rs 16,00,000",https://apollo-singapore.akamaized.net/v1/files/4060pwpujpeg1-PK/image;s=261x203;pk_;slot=1;filename=4060pwpujpeg1-PK_.jpg
Shop for sell urgent,Malir,22  Jul,"Rs 33,00,000",https://apollo-singapore.akamaized.net/v1/files/qk23e71fbbw91-PK/image;s=261x203;pk_;slot=1;filename=qk23e71fbbw91-PK_.jpg
Shop in Mateen Galaxy,Gulistan-e-Jauhar,22  Jul,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Farm houses,Super Highway,22  Jul,"Rs 1,75,00,000",https://apollo-singapore.akamaized.net/v1/files/df1ierx1qtnu3-PK/image;s=261x203;pk_;slot=1;filename=df1ierx1qtnu3-PK_.jpg
Shop For Sale Commercial main road,Gulistan-e-Jauhar,22  Jul,"Rs 38,00,000",https://apollo-singapore.akamaized.net/v1/files/wj34ogapfnc63-PK/image;s=261x203;pk_;slot=1;filename=wj34ogapfnc63-PK_.jpg
Shop lavish mall,Tariq Road,22  Jul,"Rs 50,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commerical land available buld flat petrol pump or other use,Super Highway,22  Jul,"Rs 10,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"size=12by60 , block 14 , jauhar .",Gulistan-e-Jauhar,22  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Ground Floor,Bahria Town Karachi,22  Jul,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/f8bdnt1lposr2-PK/image;s=261x203;pk_;slot=1;filename=f8bdnt1lposr2-PK_.jpg
Three Bedroom Apartment In Bukhari Commercial Area DHA phase 6,Akhtar Colony,22  Jul,"Rs 1,55,00,000",https://apollo-singapore.akamaized.net/v1/files/3xuq8ehm60v9-PK/image;s=261x203;pk_;slot=1;filename=3xuq8ehm60v9-PK_.jpg
Clifton Vista appt block 9 clifton karachi,Clifton,22  Jul,"Rs 60,00,000",https://apollo-singapore.akamaized.net/v1/files/nqsgb1d76a4s1-PK/image;s=261x203;pk_;slot=1;filename=nqsgb1d76a4s1-PK_.jpg
all ready Islamic bank rented Space North Nazimabad 500 SqFt,Aisha Manzil,21  Jul,"Rs 1,65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Plot FL-SITE JOHAR by birth commercial 5800sqyd,Aisha Manzil,21  Jul,"Rs 15,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
north nazimabad blk-L bank All Ready Rented 1900sqft,Aisha Manzil,21  Jul,"Rs 6,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale L 112,Gulistan-e-Jauhar,21  Jul,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop Millenium Shopping Mall,,21  Jul,"Rs 15,00,000",https://apollo-singapore.akamaized.net/v1/files/uviwjt9xi113-PK/image;s=261x203;pk_;slot=1;filename=uviwjt9xi113-PK_.jpg
SHOP 10 X 28 Main Maskan Road Running Belt (Good Rental Income),Gulshan-E-Iqbal 1,21  Jul,"Rs 2,00,00,000",https://apollo-singapore.akamaized.net/v1/files/78yq1ko7n9fr-PK/image;s=261x203;pk_;slot=1;filename=78yq1ko7n9fr-PK_.jpg
Under finishing Offices 1873+1214 Sqft in Bukhari comm. Near Itehad,DHA Defence,21  Jul,"Rs 4,50,00,000",https://apollo-singapore.akamaized.net/v1/files/82d8zf28oil02-PK/image;s=261x203;pk_;slot=1;filename=82d8zf28oil02-PK_.jpg
450 square feet shop for sale,Gulshan-e-Tauheed,21  Jul,"Rs 99,00,000",https://apollo-singapore.akamaized.net/v1/files/0d13pciow96k1-PK/image;s=261x203;pk_;slot=1;filename=0d13pciow96k1-PK_.jpg
Defence phase v Main 26 streat shop available for sale.,DHA Defence,21  Jul,"Rs 6,00,00,000",https://apollo-singapore.akamaized.net/v1/files/odhqmfppmw362-PK/image;s=261x203;pk_;slot=1;filename=odhqmfppmw362-PK_.jpg
Booking 700 Sqft Ground in Bukhari Commercial 3 Side Corner Project,DHA Defence,21  Jul,"Rs 5,60,00,000",https://apollo-singapore.akamaized.net/v1/files/sh5ui41k2btf2-PK/image;s=261x203;pk_;slot=1;filename=sh5ui41k2btf2-PK_.jpg
Booking Corner 1650+1650 Ground & Basement in Itehad Commercial,DHA Defence,21  Jul,"Rs 11,55,00,000",https://apollo-singapore.akamaized.net/v1/files/wwbrx9n2tbbi-PK/image;s=261x203;pk_;slot=1;filename=wwbrx9n2tbbi-PK_.jpg
Booking Office 1022 Sqft 3rd Floor with Lift in Itehad Commercial,DHA Defence,21  Jul,"Rs 1,90,00,000",https://apollo-singapore.akamaized.net/v1/files/dcjksa68l8vd2-PK/image;s=261x203;pk_;slot=1;filename=dcjksa68l8vd2-PK_.jpg
Defence phase v ground and basement available for sale.,DHA Defence,21  Jul,"Rs 5,00,00,000",https://apollo-singapore.akamaized.net/v1/files/l4jslc5qlhtc1-PK/image;s=261x203;pk_;slot=1;filename=l4jslc5qlhtc1-PK_.jpg
Brand New Shop Is Available For Sale,Gulshan-e-Maymar,21  Jul,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/cq1y43jjzux32-PK/image;s=261x203;pk_;slot=2;filename=cq1y43jjzux32-PK_.jpg
cintainers rooms,Maripur,21  Jul,"Rs 3,15,000",https://apollo-singapore.akamaized.net/v1/files/ygyl2ehtx53s-PK/image;s=261x203;pk_;slot=1;filename=ygyl2ehtx53s-PK_.jpg
Shop For Sale,Tariq Road,21  Jul,"Rs 13,50,000",https://apollo-singapore.akamaized.net/v1/files/8at5idx5kud33-PK/image;s=261x203;pk_;slot=1;filename=8at5idx5kud33-PK_.jpg
Office 460 sqft meznine flr decent garden block 7 gulistan johar main,University Road,21  Jul,"Rs 38,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Highly discounted price at Bahria Town,Bahria Town Karachi,21  Jul,"Rs 1,48,50,000",https://apollo-singapore.akamaized.net/v1/files/6quyq96fkwj32-PK/image;s=261x203;pk_;slot=1;filename=6quyq96fkwj32-PK_.jpg
Defence Ground With Basement Booking 300yard Project Available In Phas,DHA Defence,21  Jul,"Rs 78,32,000",https://apollo-singapore.akamaized.net/v1/files/3nphstdnslko1-PK/image;s=261x203;pk_;slot=1;filename=3nphstdnslko1-PK_.jpg
1012 sq ft. Road facing shop ideal for business and investment,Gulshan-e-Maymar,21  Jul,"Rs 1,48,00,000",https://apollo-singapore.akamaized.net/v1/files/h9u29nfogxs03-PK/image;s=261x203;pk_;slot=1;filename=h9u29nfogxs03-PK_.jpg
Best chance for investor / retired people,Shahra-e-Faisal,21  Jul,"Rs 1,00,00,000",https://apollo-singapore.akamaized.net/v1/files/j4zaxc2gd3qy-PK/image;s=261x203;pk_;slot=1;filename=j4zaxc2gd3qy-PK_.jpg
Shop for sale near Glasgow,100 Quarters,21  Jul,"Rs 22,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in gulbahar,100 Quarters,21  Jul,"Rs 22,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Porta Cabins For Sale,Super Highway,21  Jul,"Rs 4,05,000",https://apollo-singapore.akamaized.net/v1/files/qjwenmdhndiz1-PK/image;s=261x203;pk_;slot=1;filename=qjwenmdhndiz1-PK_.jpg
Capital Society 120 square yards plot for sale,Scheme 33,21  Jul,"Rs 70,00,000",https://apollo-singapore.akamaized.net/v1/files/nip2zsknjcpk1-PK/image;s=261x203;pk_;slot=1;filename=nip2zsknjcpk1-PK_.jpg
Shop for sale at prime location in gulshan iqbal,Abid Town,21  Jul,"Rs 2,40,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Ajmer tower shops,Gulshan-e-Maymar,21  Jul,"Rs 35,00,000",https://apollo-singapore.akamaized.net/v1/files/k7002ffrliz52-PK/image;s=261x203;pk_;slot=1;filename=k7002ffrliz52-PK_.jpg
"Shop In Main Market,"" PAK AVENUE"" Block-19,Gulistan-e-Johar, Karachi",Gulistan-e-Jauhar,21  Jul,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Itehad masala store,Water Pump,21  Jul,"Rs 4,50,000",https://apollo-singapore.akamaized.net/v1/files/9qc5ard4490z1-PK/image;s=261x203;pk_;slot=1;filename=9qc5ard4490z1-PK_.jpg
4 Shutters shop Corner Location forsale,Buffer Zone 1,21  Jul,"Rs 40,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
20 x 40 new construction shop best for Doctors or for mini supper Mart,Safoora Goth,21  Jul,"Rs 2,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
20 x 40 new construction shop best for Doctors or for mini supper Mart,Safoora Goth,20  Jul,"Rs 2,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Banquet available in North Nazimabad,Bhadarabad,20  Jul,"Rs 62,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Bhadurabad sharfabad 500 sq feet Main Road near tv station road,Bhadarabad,20  Jul,"Rs 2,80,00,000",https://apollo-singapore.akamaized.net/v1/files/qjnu5uigx5qt3-PK/image;s=261x203;pk_;slot=1;filename=qjnu5uigx5qt3-PK_.jpg
Gaming zone,Anda Mor Road,20  Jul,"Rs 16,00,000",https://apollo-singapore.akamaized.net/v1/files/pxg3nmsq8s18-PK/image;s=261x203;pk_;slot=1;filename=pxg3nmsq8s18-PK_.jpg
Shop fot sell size 6+10 aisha shoppirng mall federal b area block 07,Federal B Area,20  Jul,"Rs 17,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial Building at Tariq Road,Tariq Road,20  Jul,"Rs 1,25,00,000",https://apollo-singapore.akamaized.net/v1/files/49samh5gdqt1-PK/image;s=261x203;pk_;slot=1;filename=49samh5gdqt1-PK_.jpg
containers sales & manufacturing,Maripur,20  Jul,"Rs 3,15,000",https://apollo-singapore.akamaized.net/v1/files/yh4bzhd7v1ta-PK/image;s=261x203;pk_;slot=1;filename=yh4bzhd7v1ta-PK_.jpg
570 sqft basement,Pechs I,20  Jul,"Rs 7,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Buliding for sale,DHA City Karachi,20  Jul,"Rs 60,00,00,000",https://apollo-singapore.akamaized.net/v1/files/usk864r4dqqx-PK/image;s=261x203;pk_;slot=1;filename=usk864r4dqqx-PK_.jpg
8th shop for sale in golden tower defence phase1,DHA Defence,20  Jul,"Rs 2,10,00,000",https://apollo-singapore.akamaized.net/v1/files/vlomqco0f3l13-PK/image;s=261x203;pk_;slot=1;filename=vlomqco0f3l13-PK_.jpg
Office for sale bokhari comm,DHA Defence,20  Jul,"Rs 1,26,10,000",https://apollo-singapore.akamaized.net/v1/files/c2d383jirv4p2-PK/image;s=261x203;pk_;slot=1;filename=c2d383jirv4p2-PK_.jpg
Shop for sale in big bukhari commercial dha phase 6,DHA Defence,20  Jul,"Rs 2,20,00,000",https://apollo-singapore.akamaized.net/v1/files/z17j3ojdrm612-PK/image;s=261x203;pk_;slot=1;filename=z17j3ojdrm612-PK_.jpg
Studio/ com Office farnished,DHA Defence,20  Jul,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/0ix1hef6z4lu3-PK/image;s=261x203;pk_;slot=1;filename=0ix1hef6z4lu3-PK_.jpg
Quetta gulsher hotel ke mozo 200ft main road per. Agwani aur desalwa,Gobal Town,20  Jul,"Rs 1,00,00,000",https://apollo-singapore.akamaized.net/v1/files/wzil6hsp34li-PK/image;s=261x203;pk_;slot=1;filename=wzil6hsp34li-PK_.jpg
Bahadurabad (Commercial Space),DHA Defence,20  Jul,"Rs 9,99,99,999",https://apollo-singapore.akamaized.net/v1/files/m8xmpbohbven3-PK/image;s=261x203;pk_;slot=1;filename=m8xmpbohbven3-PK_.jpg
BrandNew SHOP. Khayaban-E-Shabaz DHA VI,DHA Defence,20  Jul,"Rs 1,25,00,000",https://apollo-singapore.akamaized.net/v1/files/olej27tkhk6w-PK/image;s=261x203;pk_;slot=1;filename=olej27tkhk6w-PK_.jpg
Commercial Building,Manzoor Colony,20  Jul,"Rs 5,00,00,000",https://apollo-singapore.akamaized.net/v1/files/ujr9raoq8wml2-PK/image;s=261x203;pk_;slot=1;filename=ujr9raoq8wml2-PK_.jpg
Office containers for sale,Pechs I,20  Jul,"Rs 47,50,000",https://apollo-singapore.akamaized.net/v1/files/l1iz0qq86bbj2-PK/image;s=261x203;pk_;slot=1;filename=l1iz0qq86bbj2-PK_.jpg
Used containers for sale,Pechs I,20  Jul,"Rs 28,00,000",https://apollo-singapore.akamaized.net/v1/files/40evn2zkwf6v-PK/image;s=261x203;pk_;slot=1;filename=40evn2zkwf6v-PK_.jpg
Clip on gen-sets,Pechs I,20  Jul,"Rs 12,00,000",https://apollo-singapore.akamaized.net/v1/files/kg7ttd0xknid2-PK/image;s=261x203;pk_;slot=1;filename=kg7ttd0xknid2-PK_.jpg
New Reefer containers for sale,Pechs I,20  Jul,"Rs 35,00,000",https://apollo-singapore.akamaized.net/v1/files/y8r20x01yvk32-PK/image;s=261x203;pk_;slot=1;filename=y8r20x01yvk32-PK_.jpg
flat for sell in tauheed commercial phase 5,DHA Defence,20  Jul,"Rs 60,00,000",https://apollo-singapore.akamaized.net/v1/files/0a86ro11sw7s1-PK/image;s=261x203;pk_;slot=1;filename=0a86ro11sw7s1-PK_.jpg
Jinnah Aveneu Commercial space Available in Bahria Town,Bahria Town Karachi,20  Jul,"Rs 1,15,00,000",https://apollo-singapore.akamaized.net/v1/files/cfgft99dzufa3-PK/image;s=261x203;pk_;slot=1;filename=cfgft99dzufa3-PK_.jpg
Commercial investment opportunity in Bahria Town,Bahria Town Karachi,20  Jul,"Rs 80,00,000",https://apollo-singapore.akamaized.net/v1/files/v6mlqtvqs41f3-PK/image;s=261x203;pk_;slot=1;filename=v6mlqtvqs41f3-PK_.jpg
Commercial Shops on instalments in Bahria Town Karachi,Bahria Town Karachi,20  Jul,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/t2athrv0yocf1-PK/image;s=261x203;pk_;slot=5;filename=t2athrv0yocf1-PK_.jpg
"Block-19, Gulshan e Jauhar Shop 11X44 + 11X44 (2 Shops) on Main Road",Gulistan-e-Jauhar,20  Jul,"Rs 5,00,00,000",https://apollo-singapore.akamaized.net/v1/files/00npxyd78lf72-PK/image;s=261x203;pk_;slot=1;filename=00npxyd78lf72-PK_.jpg
